A1,,B1,,C1,,D1,,E1,,F1,,G1,,H1,
1750.58,-7.50970173,1750.58,-7.45024729,1750.58,-6.79293489,1750.58,-5.2461338,1750.58,-2.70687652,1750.58,-0.79754275,1750.58,-0.14254722,1750.58,-0.02064681
1750.79,-7.50359011,1750.79,-7.45327663,1750.79,-6.79605913,1750.79,-5.24245167,1750.79,-2.7055881,1750.79,-0.79442668,1750.79,-0.15011106,1750.79,-0.01990626
1750.99,-7.50793934,1750.99,-7.44697762,1750.99,-6.78951454,1750.99,-5.23919344,1750.99,-2.70617461,1750.99,-0.7978707,1750.99,-0.151003,1750.99,-0.01766596
1751.19,-7.50923157,1751.19,-7.45232439,1751.19,-6.78832388,1751.19,-5.24301815,1751.19,-2.70867705,1751.19,-0.79706162,1751.19,-0.15081422,1751.19,-0.01943355
1751.39,-7.50584126,1751.39,-7.45063734,1751.39,-6.79302883,1751.39,-5.24700785,1751.39,-2.70454383,1751.39,-0.79637951,1751.39,-0.14781132,1751.39,-0.02174188
1751.58,-7.5092268,1751.58,-7.45773363,1751.58,-6.78840065,1751.58,-5.24307108,1751.58,-2.70365357,1751.58,-0.79383612,1751.58,-0.15000071,1751.58,-0.02116494
1751.78,-7.50113201,1751.78,-7.45527458,1751.78,-6.79235888,1751.78,-5.24375486,1751.78,-2.708956,1751.78,-0.79514652,1751.78,-0.14761844,1751.78,-0.0206121
1751.99,-7.50404644,1751.99,-7.45152617,1751.99,-6.78917789,1751.99,-5.24317884,1751.99,-2.70818138,1751.99,-0.79577386,1751.99,-0.14617209,1751.99,-0.0229851
1752.19,-7.50500917,1752.19,-7.44993544,1752.19,-6.78949356,1752.19,-5.2471981,1752.19,-2.70922661,1752.19,-0.79151332,1752.19,-0.14492553,1752.19,-0.01849666
1752.39,-7.50300741,1752.39,-7.45473814,1752.39,-6.79101658,1752.39,-5.24771929,1752.39,-2.70828629,1752.39,-0.79218143,1752.39,-0.14947243,1752.39,-0.01877524
1752.58,-7.51068306,1752.58,-7.45177984,1752.58,-6.79713392,1752.58,-5.23937941,1752.58,-2.70837092,1752.58,-0.79472315,1752.58,-0.14597467,1752.58,-0.02179843
1752.78,-7.5066371,1752.78,-7.45868063,1752.78,-6.78860903,1752.78,-5.24577284,1752.78,-2.70861053,1752.78,-0.7987923,1752.78,-0.14857258,1752.78,-0.01895961
1752.99,-7.51033163,1752.99,-7.45196962,1752.99,-6.78739119,1752.99,-5.25263596,1752.99,-2.70470452,1752.99,-0.79624772,1752.99,-0.14844067,1752.99,-0.01598456
1753.19,-7.50683546,1753.19,-7.45441341,1753.19,-6.79001951,1753.19,-5.24982023,1753.19,-2.71308899,1753.19,-0.79408425,1753.19,-0.14795512,1753.19,-0.02102529
1753.39,-7.51196814,1753.39,-7.45378923,1753.39,-6.79446745,1753.39,-5.24806833,1753.39,-2.71061468,1753.39,-0.80010986,1753.39,-0.14623135,1753.39,-0.02013115
1753.58,-7.50996447,1753.58,-7.45781851,1753.58,-6.79827738,1753.58,-5.24847698,1753.58,-2.71345091,1753.58,-0.79809088,1753.58,-0.14770335,1753.58,-0.01967424
1753.8,-7.50744152,1753.8,-7.45394421,1753.8,-6.79361391,1753.8,-5.25545597,1753.8,-2.70695543,1753.8,-0.79383433,1753.8,-0.14843324,1753.8,-0.0168372
1753.98,-7.5075798,1753.98,-7.45402241,1753.98,-6.80165815,1753.98,-5.25328398,1753.98,-2.71243763,1753.98,-0.79207593,1753.98,-0.14918353,1753.98,-0.02182252
1754.19,-7.5057683,1754.19,-7.45545864,1754.19,-6.79529619,1754.19,-5.24581957,1754.19,-2.71134305,1754.19,-0.79581207,1754.19,-0.14660381,1754.19,-0.01887513
1754.39,-7.50226355,1754.39,-7.45806885,1754.39,-6.79811668,1754.39,-5.25109768,1754.39,-2.71074557,1754.39,-0.79193598,1754.39,-0.14554696,1754.39,-0.02386909
1754.59,-7.51219606,1754.59,-7.45832825,1754.59,-6.79988194,1754.59,-5.24680805,1754.59,-2.71131992,1754.59,-0.79369378,1754.59,-0.14755,1754.59,-0.02131048
1754.78,-7.50751591,1754.78,-7.45161915,1754.78,-6.79768133,1754.78,-5.24799633,1754.78,-2.71903896,1754.78,-0.79784685,1754.78,-0.15155195,1754.78,-0.01702969
1754.98,-7.51256895,1754.98,-7.45941973,1754.98,-6.801373,1754.98,-5.25748253,1754.98,-2.70967269,1754.98,-0.79287499,1754.98,-0.14552799,1754.98,-0.01637688
1755.17,-7.51467991,1755.17,-7.46108818,1755.17,-6.79633331,1755.17,-5.24741364,1755.17,-2.7066853,1755.17,-0.79829901,1755.17,-0.14439616,1755.17,-0.02169561
1755.39,-7.5127821,1755.39,-7.45954037,1755.39,-6.80342102,1755.39,-5.24834108,1755.39,-2.71273398,1755.39,-0.79660338,1755.39,-0.14866491,1755.39,-0.02035485
1755.59,-7.51088715,1755.59,-7.45903683,1755.59,-6.80263567,1755.59,-5.25211191,1755.59,-2.71043634,1755.59,-0.79651517,1755.59,-0.151704,1755.59,-0.01726929
1755.78,-7.51204681,1755.78,-7.46104383,1755.78,-6.79357386,1755.78,-5.24903059,1755.78,-2.71406198,1755.78,-0.79740751,1755.78,-0.14389271,1755.78,-0.01951668
1755.98,-7.51708508,1755.98,-7.45467377,1755.98,-6.79876709,1755.98,-5.25187635,1755.98,-2.71457887,1755.98,-0.79656744,1755.98,-0.14577435,1755.98,-0.0188497
1756.18,-7.51352596,1756.18,-7.45938444,1756.18,-6.79372406,1756.18,-5.25091124,1756.18,-2.71064925,1756.18,-0.79472798,1756.18,-0.14816786,1756.18,-0.01859764
1756.39,-7.51081944,1756.39,-7.44817591,1756.39,-6.7936821,1756.39,-5.25342798,1756.39,-2.70959568,1756.39,-0.7972011,1756.39,-0.15127221,1756.39,-0.01704353
1756.57,-7.51042175,1756.57,-7.46121931,1756.57,-6.80014753,1756.57,-5.25393486,1756.57,-2.70840669,1756.57,-0.79775125,1756.57,-0.1477001,1756.57,-0.01737854
1756.79,-7.51754761,1756.79,-7.46139669,1756.79,-6.80345488,1756.79,-5.25271368,1756.79,-2.71216893,1756.79,-0.79832286,1756.79,-0.14866389,1756.79,-0.01755858
1756.99,-7.50716066,1756.99,-7.45951843,1756.99,-6.80723906,1756.99,-5.24833202,1756.99,-2.7159183,1756.99,-0.79795557,1756.99,-0.14736971,1756.99,-0.01941562
1757.18,-7.51157999,1757.18,-7.46542788,1757.18,-6.79647589,1757.18,-5.24891376,1757.18,-2.71179056,1757.18,-0.79998606,1757.18,-0.14797875,1757.18,-0.01908638
1757.39,-7.52117491,1757.39,-7.46014786,1757.39,-6.80145836,1757.39,-5.24772024,1757.39,-2.71203947,1757.39,-0.79883736,1757.39,-0.14876078,1757.39,-0.01944381
1757.59,-7.50763273,1757.59,-7.45869827,1757.59,-6.80229998,1757.59,-5.25492668,1757.59,-2.71248651,1757.59,-0.79833227,1757.59,-0.14833508,1757.59,-0.02196681
1757.79,-7.51088524,1757.79,-7.45796728,1757.79,-6.80244064,1757.79,-5.25661135,1757.79,-2.71100068,1757.79,-0.79353386,1757.79,-0.14984754,1757.79,-0.01781347
1757.99,-7.51557875,1757.99,-7.45821142,1757.99,-6.80307865,1757.99,-5.25533867,1757.99,-2.7120738,1757.99,-0.79927516,1757.99,-0.14817061,1757.99,-0.01538886
1758.18,-7.51682663,1758.18,-7.46003151,1758.18,-6.79927444,1758.18,-5.25278234,1758.18,-2.71112776,1758.18,-0.79632586,1758.18,-0.14959612,1758.18,-0.01748064
1758.38,-7.51162291,1758.38,-7.46170092,1758.38,-6.80500984,1758.38,-5.2579422,1758.38,-2.71720505,1758.38,-0.79672146,1758.38,-0.14688733,1758.38,-0.01753853
1758.59,-7.51756287,1758.59,-7.45904875,1758.59,-6.80452633,1758.59,-5.25872898,1758.59,-2.71349144,1758.59,-0.79663122,1758.59,-0.14527635,1758.59,-0.02062715
1758.77,-7.51890659,1758.77,-7.46111202,1758.77,-6.80251694,1758.77,-5.25899076,1758.77,-2.71582365,1758.77,-0.79589319,1758.77,-0.14483063,1758.77,-0.02110601
1758.99,-7.51176929,1758.99,-7.46351719,1758.99,-6.80293941,1758.99,-5.25918293,1758.99,-2.72114897,1758.99,-0.79874808,1758.99,-0.14794146,1758.99,-0.01975075
1759.18,-7.51730251,1759.18,-7.46505785,1759.18,-6.79864597,1759.18,-5.25831652,1759.18,-2.71404457,1759.18,-0.79990613,1759.18,-0.1458248,1759.18,-0.01729833
1759.4,-7.51810598,1759.4,-7.46252394,1759.4,-6.80175924,1759.4,-5.25635672,1759.4,-2.71819043,1759.4,-0.79799253,1759.4,-0.15034752,1759.4,-0.01958092
1759.58,-7.5145545,1759.58,-7.46580267,1759.58,-6.79532003,1759.58,-5.2577548,1759.58,-2.71863127,1759.58,-0.79505938,1759.58,-0.15024012,1759.58,-0.01813653
1759.79,-7.51631498,1759.79,-7.45910549,1759.79,-6.80269003,1759.79,-5.25450611,1759.79,-2.71918273,1759.79,-0.79307342,1759.79,-0.14841205,1759.79,-0.01894196
1759.99,-7.51624489,1759.99,-7.46551609,1759.99,-6.80333376,1759.99,-5.25690079,1759.99,-2.71739483,1759.99,-0.79995012,1759.99,-0.14404947,1759.99,-0.01823788
1760.18,-7.52061272,1760.18,-7.46894741,1760.18,-6.80330324,1760.18,-5.25407505,1760.18,-2.71840429,1760.18,-0.79809451,1760.18,-0.14375554,1760.18,-0.01877242
1760.4,-7.5217557,1760.4,-7.46888733,1760.4,-6.81102085,1760.4,-5.25571156,1760.4,-2.71876812,1760.4,-0.7999,1760.4,-0.14863947,1760.4,-0.01615085
1760.58,-7.5261631,1760.58,-7.46329689,1760.58,-6.80648518,1760.58,-5.25822401,1760.58,-2.70937467,1760.58,-0.79773211,1760.58,-0.148747,1760.58,-0.02382999
1760.78,-7.51383257,1760.78,-7.46755123,1760.78,-6.80457497,1760.78,-5.25851154,1760.78,-2.71895456,1760.78,-0.79667419,1760.78,-0.14978828,1760.78,-0.01866477
1760.99,-7.51851606,1760.99,-7.46372032,1760.99,-6.8088913,1760.99,-5.25591898,1760.99,-2.71945357,1760.99,-0.79663569,1760.99,-0.15110442,1760.99,-0.02112119
1761.18,-7.51921082,1761.18,-7.46845818,1761.18,-6.80617142,1761.18,-5.25713444,1761.18,-2.71498275,1761.18,-0.7988025,1761.18,-0.14817677,1761.18,-0.02133034
1761.39,-7.51638889,1761.39,-7.46711016,1761.39,-6.80819464,1761.39,-5.2617116,1761.39,-2.71847701,1761.39,-0.79934019,1761.39,-0.14888495,1761.39,-0.02198175
1761.6,-7.52376318,1761.6,-7.46341419,1761.6,-6.8007865,1761.6,-5.26143599,1761.6,-2.72273016,1761.6,-0.80254298,1761.6,-0.15063255,1761.6,-0.01924697
1761.78,-7.51986837,1761.78,-7.46573639,1761.78,-6.79921007,1761.78,-5.25956249,1761.78,-2.7161119,1761.78,-0.80213344,1761.78,-0.14706759,1761.78,-0.02120028
1761.97,-7.52063608,1761.97,-7.46669197,1761.97,-6.81000042,1761.97,-5.26038408,1761.97,-2.71910524,1761.97,-0.8026346,1761.97,-0.1512427,1761.97,-0.0177502
1762.17,-7.52807045,1762.17,-7.46675777,1762.17,-6.8101182,1762.17,-5.26024628,1762.17,-2.7236383,1762.17,-0.80074519,1762.17,-0.14743373,1762.17,-0.01899379
1762.39,-7.52194452,1762.39,-7.4653554,1762.39,-6.80655241,1762.39,-5.26356888,1762.39,-2.7193284,1762.39,-0.80120254,1762.39,-0.14873324,1762.39,-0.01487199
1762.59,-7.52013636,1762.59,-7.46534538,1762.59,-6.80748177,1762.59,-5.25817871,1762.59,-2.72025824,1762.59,-0.79802984,1762.59,-0.14590541,1762.59,-0.01974877
1762.78,-7.52362108,1762.78,-7.46944571,1762.78,-6.80498362,1762.78,-5.260396,1762.78,-2.72469902,1762.78,-0.79941893,1762.78,-0.14552835,1762.78,-0.01913698
1762.98,-7.52590847,1762.98,-7.46795082,1762.98,-6.81500053,1762.98,-5.26255322,1762.98,-2.71936154,1762.98,-0.79937345,1762.98,-0.14989011,1762.98,-0.01878754
1763.19,-7.51805544,1763.19,-7.4689579,1763.19,-6.80970049,1763.19,-5.2587657,1763.19,-2.72029328,1763.19,-0.79581064,1763.19,-0.15107252,1763.19,-0.01961228
1763.38,-7.52293253,1763.38,-7.47053385,1763.38,-6.80880785,1763.38,-5.26179934,1763.38,-2.71280479,1763.38,-0.80038756,1763.38,-0.1518144,1763.38,-0.0192295
1763.59,-7.52639008,1763.59,-7.47568274,1763.59,-6.80936098,1763.59,-5.26226187,1763.59,-2.72157073,1763.59,-0.80155104,1763.59,-0.15240154,1763.59,-0.02118693
1763.8,-7.51776075,1763.8,-7.46333504,1763.8,-6.80550623,1763.8,-5.25879145,1763.8,-2.72449112,1763.8,-0.79984289,1763.8,-0.1514916,1763.8,-0.02186602
1763.98,-7.52627754,1763.98,-7.46809244,1763.98,-6.8083148,1763.98,-5.26616621,1763.98,-2.72182083,1763.98,-0.80267131,1763.98,-0.1524203,1763.98,-0.01697115
1764.19,-7.53087759,1764.19,-7.47173262,1764.19,-6.81135464,1764.19,-5.26144075,1764.19,-2.7157681,1764.19,-0.80210632,1764.19,-0.15114404,1764.19,-0.0166876
1764.39,-7.52401161,1764.39,-7.46638823,1764.39,-6.8066473,1764.39,-5.26246548,1764.39,-2.71794701,1764.39,-0.79867083,1764.39,-0.1471415,1764.39,-0.02013757
1764.58,-7.52271938,1764.58,-7.46660948,1764.58,-6.80883884,1764.58,-5.26519012,1764.58,-2.72037363,1764.58,-0.80123377,1764.58,-0.15254304,1764.58,-0.02118547
1764.79,-7.52474642,1764.79,-7.47192383,1764.79,-6.80933523,1764.79,-5.26527071,1764.79,-2.72155476,1764.79,-0.80253965,1764.79,-0.14565426,1764.79,-0.01782853
1764.98,-7.52559233,1764.98,-7.47253704,1764.98,-6.81417704,1764.98,-5.25838804,1764.98,-2.72823262,1764.98,-0.80219662,1764.98,-0.15168196,1764.98,-0.01431811
1765.18,-7.524827,1765.18,-7.47242022,1765.18,-6.8114028,1765.18,-5.26324415,1765.18,-2.72131801,1765.18,-0.7977252,1765.18,-0.14596325,1765.18,-0.02310122
1765.39,-7.53231478,1765.39,-7.4672308,1765.39,-6.80700111,1765.39,-5.26619244,1765.39,-2.71924806,1765.39,-0.79872096,1765.39,-0.15191859,1765.39,-0.01982711
1765.59,-7.52146244,1765.59,-7.469244,1765.59,-6.81243849,1765.59,-5.26736498,1765.59,-2.72082591,1765.59,-0.80076069,1765.59,-0.14913145,1765.59,-0.01784737
1765.79,-7.52164745,1765.79,-7.4695735,1765.79,-6.81547403,1765.79,-5.26162863,1765.79,-2.72744298,1765.79,-0.79622388,1765.79,-0.1480459,1765.79,-0.01416679
1766,-7.5236311,1766,-7.47688913,1766,-6.81369972,1766,-5.2664237,1766,-2.72381401,1766,-0.80014247,1766,-0.149726,1766,-0.01825399
1766.18,-7.52236032,1766.18,-7.4679184,1766.18,-6.81365156,1766.18,-5.26856232,1766.18,-2.72647262,1766.18,-0.79765123,1766.18,-0.14957477,1766.18,-0.02196944
1766.39,-7.52739382,1766.39,-7.46639442,1766.39,-6.81316757,1766.39,-5.26669931,1766.39,-2.72035694,1766.39,-0.79988778,1766.39,-0.15274256,1766.39,-0.0195318
1766.59,-7.52733898,1766.59,-7.47661495,1766.59,-6.81172228,1766.59,-5.26679564,1766.59,-2.72291255,1766.59,-0.80419606,1766.59,-0.14868912,1766.59,-0.01986545
1766.78,-7.52501297,1766.78,-7.46657753,1766.78,-6.81702805,1766.78,-5.26196051,1766.78,-2.72456789,1766.78,-0.79845059,1766.78,-0.14881472,1766.78,-0.01864224
1766.99,-7.52446508,1766.99,-7.47264242,1766.99,-6.81783724,1766.99,-5.26490068,1766.99,-2.72601318,1766.99,-0.79726398,1766.99,-0.14839809,1766.99,-0.01498015
1767.18,-7.52972698,1767.18,-7.47051048,1767.18,-6.8136735,1767.18,-5.26806211,1767.18,-2.72053528,1767.18,-0.80066216,1767.18,-0.14741276,1767.18,-0.01762582
1767.38,-7.52931356,1767.38,-7.47233343,1767.38,-6.81054783,1767.38,-5.26962042,1767.38,-2.72509289,1767.38,-0.79952556,1767.38,-0.15002267,1767.38,-0.02091475
1767.59,-7.53133583,1767.59,-7.47809696,1767.59,-6.81118011,1767.59,-5.27082682,1767.59,-2.72005057,1767.59,-0.79784161,1767.59,-0.14816615,1767.59,-0.01520738
1767.77,-7.5234828,1767.77,-7.47439432,1767.77,-6.81868029,1767.77,-5.26476479,1767.77,-2.72768068,1767.77,-0.79768699,1767.77,-0.14819506,1767.77,-0.01766167
1767.99,-7.52788019,1767.99,-7.47448874,1767.99,-6.81129265,1767.99,-5.27104282,1767.99,-2.72368932,1767.99,-0.80063599,1767.99,-0.14478891,1767.99,-0.01710611
1768.2,-7.52717447,1768.2,-7.47455025,1768.2,-6.81392956,1768.2,-5.26440573,1768.2,-2.71999407,1768.2,-0.79860663,1768.2,-0.14859334,1768.2,-0.01919707
1768.37,-7.53303003,1768.37,-7.47765732,1768.37,-6.82057714,1768.37,-5.26843977,1768.37,-2.72179675,1768.37,-0.79841065,1768.37,-0.14659241,1768.37,-0.0204532
1768.58,-7.53426266,1768.58,-7.47685909,1768.58,-6.81514597,1768.58,-5.273139,1768.58,-2.72715378,1768.58,-0.79903084,1768.58,-0.14720802,1768.58,-0.02458157
1768.79,-7.53058672,1768.79,-7.472013,1768.79,-6.82300186,1768.79,-5.26864672,1768.79,-2.72432995,1768.79,-0.80136263,1768.79,-0.14544047,1768.79,-0.0238701
1768.97,-7.52563143,1768.97,-7.47764969,1768.97,-6.80944777,1768.97,-5.27160263,1768.97,-2.72871065,1768.97,-0.80398989,1768.97,-0.14611548,1768.97,-0.0218276
1769.18,-7.53410721,1769.18,-7.47641897,1769.18,-6.81707096,1769.18,-5.27267408,1769.18,-2.728266,1769.18,-0.80081981,1769.18,-0.14836602,1769.18,-0.02145449
1769.4,-7.52758265,1769.4,-7.47424984,1769.4,-6.82076502,1769.4,-5.2744236,1769.4,-2.72053504,1769.4,-0.80266577,1769.4,-0.14734504,1769.4,-0.02127175
1769.58,-7.53219318,1769.58,-7.46862078,1769.58,-6.81564379,1769.58,-5.26902437,1769.58,-2.72825217,1769.58,-0.79881793,1769.58,-0.14964199,1769.58,-0.01979868
1769.79,-7.52868557,1769.79,-7.4826436,1769.79,-6.82060766,1769.79,-5.26972151,1769.79,-2.72301984,1769.79,-0.80270249,1769.79,-0.15043586,1769.79,-0.01843958
1769.99,-7.5249939,1769.99,-7.47996092,1769.99,-6.81524086,1769.99,-5.26859283,1769.99,-2.72152257,1769.99,-0.80319619,1769.99,-0.14805827,1769.99,-0.01497083
1770.19,-7.52828169,1770.19,-7.47640514,1770.19,-6.81920195,1770.19,-5.26673031,1770.19,-2.724576,1770.19,-0.7992692,1770.19,-0.14817011,1770.19,-0.02181942
1770.4,-7.52791071,1770.4,-7.48087835,1770.4,-6.81770563,1770.4,-5.2768364,1770.4,-2.72842622,1770.4,-0.80397958,1770.4,-0.14836955,1770.4,-0.01910324
1770.58,-7.53164482,1770.58,-7.4795475,1770.58,-6.81629562,1770.58,-5.27459145,1770.58,-2.72330594,1770.58,-0.80213684,1770.58,-0.15015009,1770.58,-0.02048513
1770.78,-7.53273535,1770.78,-7.47493076,1770.78,-6.81608534,1770.78,-5.27059364,1770.78,-2.72640204,1770.78,-0.80629474,1770.78,-0.15015565,1770.78,-0.0187205
1770.99,-7.53678656,1770.99,-7.47968435,1770.99,-6.82574892,1770.99,-5.27590275,1770.99,-2.72968984,1770.99,-0.80092722,1770.99,-0.15088873,1770.99,-0.02057218
1771.19,-7.53210783,1771.19,-7.47620201,1771.19,-6.82576466,1771.19,-5.2724905,1771.19,-2.73124337,1771.19,-0.80061716,1771.19,-0.14857426,1771.19,-0.01787719
1771.39,-7.53423405,1771.39,-7.48277664,1771.39,-6.8217535,1771.39,-5.27377319,1771.39,-2.72545791,1771.39,-0.80080068,1771.39,-0.14920934,1771.39,-0.01872788
1771.6,-7.53424978,1771.6,-7.48216534,1771.6,-6.81764221,1771.6,-5.2775979,1771.6,-2.72462392,1771.6,-0.80320174,1771.6,-0.15001759,1771.6,-0.0186356
1771.78,-7.54213285,1771.78,-7.47874308,1771.78,-6.81971121,1771.78,-5.27946186,1771.78,-2.727247,1771.78,-0.80158049,1771.78,-0.15024517,1771.78,-0.01472556
1771.99,-7.53567219,1771.99,-7.48153639,1771.99,-6.81952143,1771.99,-5.27736855,1771.99,-2.72527885,1771.99,-0.80648613,1771.99,-0.14832661,1771.99,-0.01963805
1772.19,-7.53159428,1772.19,-7.48310423,1772.19,-6.8172226,1772.19,-5.27274084,1772.19,-2.72326922,1772.19,-0.80544633,1772.19,-0.14803553,1772.19,-0.01783576
1772.39,-7.53198195,1772.39,-7.48297262,1772.39,-6.8207612,1772.39,-5.27374649,1772.39,-2.7301743,1772.39,-0.80447501,1772.39,-0.15049118,1772.39,-0.01965716
1772.59,-7.5275321,1772.59,-7.48406315,1772.59,-6.81944799,1772.59,-5.27268791,1772.59,-2.7323215,1772.59,-0.79995799,1772.59,-0.1509345,1772.59,-0.0221774
1772.78,-7.53413868,1772.78,-7.47498322,1772.78,-6.81912804,1772.78,-5.27570391,1772.78,-2.73119617,1772.78,-0.80059516,1772.78,-0.15084757,1772.78,-0.01889079
1772.98,-7.53177977,1772.98,-7.4836092,1772.98,-6.82581091,1772.98,-5.27279949,1772.98,-2.72908545,1772.98,-0.7982052,1772.98,-0.15212424,1772.98,-0.02343854
1773.17,-7.53879786,1773.17,-7.47692919,1773.17,-6.81884146,1773.17,-5.2794857,1773.17,-2.73173118,1773.17,-0.80432326,1773.17,-0.14592353,1773.17,-0.02097267
1773.39,-7.53415203,1773.39,-7.48149967,1773.39,-6.82004833,1773.39,-5.27974939,1773.39,-2.73232007,1773.39,-0.80390012,1773.39,-0.15109913,1773.39,-0.02070141
1773.59,-7.53657675,1773.59,-7.48636246,1773.59,-6.81843519,1773.59,-5.2738471,1773.59,-2.72707963,1773.59,-0.80056179,1773.59,-0.15281004,1773.59,-0.01941291
1773.79,-7.53273916,1773.79,-7.47871685,1773.79,-6.82232571,1773.79,-5.2735076,1773.79,-2.73248005,1773.79,-0.80302316,1773.79,-0.15243539,1773.79,-0.0197405
1773.97,-7.53928518,1773.97,-7.47883129,1773.97,-6.82705832,1773.97,-5.28315067,1773.97,-2.72936773,1773.97,-0.79965168,1773.97,-0.14844884,1773.97,-0.01705308
1774.17,-7.53219604,1774.17,-7.48545742,1774.17,-6.82195425,1774.17,-5.27536488,1774.17,-2.73028684,1774.17,-0.80120534,1774.17,-0.1474952,1774.17,-0.01769049
1774.39,-7.53310156,1774.39,-7.486619,1774.39,-6.82969475,1774.39,-5.27676868,1774.39,-2.73053026,1774.39,-0.80365503,1774.39,-0.15200549,1774.39,-0.017427
1774.57,-7.53101826,1774.57,-7.48378611,1774.57,-6.8204565,1774.57,-5.27981234,1774.57,-2.72955918,1774.57,-0.8015275,1774.57,-0.15233696,1774.57,-0.02110981
1774.79,-7.54067707,1774.79,-7.48334789,1774.79,-6.829772,1774.79,-5.27480268,1774.79,-2.72804284,1774.79,-0.80265194,1774.79,-0.14799833,1774.79,-0.01997968
1775,-7.53794861,1775,-7.48560429,1775,-6.82055998,1775,-5.28007603,1775,-2.72718978,1775,-0.80254662,1775,-0.15171625,1775,-0.02309144
1775.17,-7.53687811,1775.17,-7.4858551,1775.17,-6.82564783,1775.17,-5.27786589,1775.17,-2.7329371,1775.17,-0.80302322,1775.17,-0.14557797,1775.17,-0.01758349
1775.39,-7.54121161,1775.39,-7.48554087,1775.39,-6.81972218,1775.39,-5.27384424,1775.39,-2.73166013,1775.39,-0.80265641,1775.39,-0.14806035,1775.39,-0.01799617
1775.59,-7.53795624,1775.59,-7.48259735,1775.59,-6.83034706,1775.59,-5.27484226,1775.59,-2.72990584,1775.59,-0.80779463,1775.59,-0.14793199,1775.59,-0.01913371
1775.78,-7.5399766,1775.78,-7.48524237,1775.78,-6.82858324,1775.78,-5.27587843,1775.78,-2.72638965,1775.78,-0.8001706,1775.78,-0.14851446,1775.78,-0.0208403
1775.98,-7.53455591,1775.98,-7.48437595,1775.98,-6.82578182,1775.98,-5.27635241,1775.98,-2.73569131,1775.98,-0.80278212,1775.98,-0.15145604,1775.98,-0.01494534
1776.18,-7.54044485,1776.18,-7.48004198,1776.18,-6.82856131,1776.18,-5.27677345,1776.18,-2.7355895,1776.18,-0.80376577,1776.18,-0.14787014,1776.18,-0.01688164
1776.37,-7.54508162,1776.37,-7.4797225,1776.37,-6.82843161,1776.37,-5.28551579,1776.37,-2.73180294,1776.37,-0.80487663,1776.37,-0.14966835,1776.37,-0.01629149
1776.59,-7.54128408,1776.59,-7.48186684,1776.59,-6.82415724,1776.59,-5.27676964,1776.59,-2.73275542,1776.59,-0.80398399,1776.59,-0.15001822,1776.59,-0.01657264
1776.79,-7.54436445,1776.79,-7.48629236,1776.79,-6.82874727,1776.79,-5.28302765,1776.79,-2.73236156,1776.79,-0.80276972,1776.79,-0.14551204,1776.79,-0.02170892
1776.99,-7.53636742,1776.99,-7.48496866,1776.99,-6.82906199,1776.99,-5.28048992,1776.99,-2.72814369,1776.99,-0.809443,1776.99,-0.15032555,1776.99,-0.01712156
1777.2,-7.53386497,1777.2,-7.484272,1777.2,-6.82611465,1777.2,-5.28640795,1777.2,-2.73484468,1777.2,-0.80178201,1777.2,-0.15082641,1777.2,-0.01901557
1777.38,-7.54307938,1777.38,-7.48862982,1777.38,-6.82641745,1777.38,-5.28184748,1777.38,-2.73394203,1777.38,-0.80231369,1777.38,-0.15000848,1777.38,-0.02151606
1777.59,-7.54071903,1777.59,-7.48147392,1777.59,-6.83432293,1777.59,-5.27729416,1777.59,-2.73481035,1777.59,-0.80173093,1777.59,-0.14824201,1777.59,-0.01796239
1777.79,-7.54744291,1777.79,-7.49196815,1777.79,-6.82724285,1777.79,-5.28170395,1777.79,-2.7328279,1777.79,-0.80459899,1777.79,-0.1544513,1777.79,-0.01837933
1777.99,-7.54238224,1777.99,-7.48842955,1777.99,-6.83083963,1777.99,-5.28444386,1777.99,-2.74214482,1777.99,-0.80421704,1777.99,-0.1536539,1777.99,-0.02074672
