A1,,B1,,C1,,D1,,E1,,F1,,G1,,H1,
1721.58,-7.46536112,1721.58,-7.41183662,1721.58,-6.73995924,1721.58,-5.20486259,1721.58,-2.68010664,1721.58,-0.78478181,1721.58,-0.14373732,1721.58,-0.0204516
1721.79,-7.46555281,1721.79,-7.41131592,1721.79,-6.74863815,1721.79,-5.20307875,1721.79,-2.67178917,1721.79,-0.78513026,1721.79,-0.14646155,1721.79,-0.0208307
1721.99,-7.4720006,1721.99,-7.4101491,1721.99,-6.74975443,1721.99,-5.2094779,1721.99,-2.68375921,1721.99,-0.78885895,1721.99,-0.15041204,1721.99,-0.01943733
1722.19,-7.47007132,1722.19,-7.41358995,1722.19,-6.75123549,1722.19,-5.20408487,1722.19,-2.67979074,1722.19,-0.78359216,1722.19,-0.14747408,1722.19,-0.01740845
1722.4,-7.46562529,1722.4,-7.40708733,1722.4,-6.75092506,1722.4,-5.20670795,1722.4,-2.67729473,1722.4,-0.78504163,1722.4,-0.14394619,1722.4,-0.02010797
1722.58,-7.46188784,1722.58,-7.41680574,1722.58,-6.75315523,1722.58,-5.20296717,1722.58,-2.67809606,1722.58,-0.78708631,1722.58,-0.14297259,1722.58,-0.017631
1722.78,-7.47045088,1722.78,-7.41885948,1722.78,-6.75627232,1722.78,-5.20752239,1722.78,-2.68311262,1722.78,-0.78677762,1722.78,-0.14398986,1722.78,-0.01960831
1722.99,-7.46703815,1722.99,-7.41231823,1722.99,-6.74895573,1722.99,-5.20933723,1722.99,-2.67607665,1722.99,-0.78289825,1722.99,-0.14593953,1722.99,-0.01893313
1723.19,-7.46744299,1723.19,-7.41613388,1723.19,-6.74324751,1723.19,-5.20313597,1723.19,-2.6810329,1723.19,-0.78492558,1723.19,-0.14305599,1723.19,-0.02076232
1723.39,-7.46628237,1723.39,-7.41862679,1723.39,-6.74678421,1723.39,-5.20143032,1723.39,-2.68186808,1723.39,-0.78263491,1723.39,-0.14175437,1723.39,-0.02200818
1723.6,-7.47125053,1723.6,-7.40855885,1723.6,-6.75074005,1723.6,-5.20463991,1723.6,-2.68026853,1723.6,-0.78777683,1723.6,-0.14407498,1723.6,-0.01580401
1723.77,-7.46884394,1723.77,-7.41030359,1723.77,-6.74758101,1723.77,-5.21019554,1723.77,-2.67840409,1723.77,-0.78674126,1723.77,-0.1458683,1723.77,-0.01741797
1723.99,-7.4701519,1723.99,-7.41498423,1723.99,-6.74778032,1723.99,-5.20841074,1723.99,-2.68233466,1723.99,-0.78499442,1723.99,-0.14497136,1723.99,-0.01677384
1724.19,-7.47425556,1724.19,-7.40957451,1724.19,-6.75034046,1724.19,-5.20733786,1724.19,-2.67637515,1724.19,-0.78410399,1724.19,-0.1416544,1724.19,-0.02068025
1724.39,-7.46455383,1724.39,-7.41615772,1724.39,-6.74918652,1724.39,-5.21054745,1724.39,-2.67557478,1724.39,-0.78522217,1724.39,-0.14793974,1724.39,-0.01526059
1724.59,-7.47274113,1724.59,-7.41179466,1724.59,-6.75199699,1724.59,-5.20795155,1724.59,-2.67860007,1724.59,-0.78487569,1724.59,-0.13981986,1724.59,-0.01921922
1724.78,-7.46864462,1724.78,-7.41150761,1724.78,-6.7495656,1724.78,-5.20694399,1724.78,-2.67949319,1724.78,-0.78385139,1724.78,-0.14759499,1724.78,-0.01807161
1724.97,-7.47087812,1724.97,-7.41999865,1724.97,-6.74735641,1724.97,-5.20447683,1724.97,-2.68321824,1724.97,-0.78554869,1724.97,-0.14852509,1724.97,-0.01682415
1725.19,-7.46504736,1725.19,-7.41659641,1725.19,-6.75613928,1725.19,-5.21264315,1725.19,-2.67854261,1725.19,-0.78481823,1725.19,-0.14669558,1725.19,-0.01501906
1725.39,-7.4690156,1725.39,-7.42147207,1725.39,-6.7527318,1725.39,-5.21104908,1725.39,-2.685812,1725.39,-0.78851902,1725.39,-0.14771651,1725.39,-0.01666176
1725.59,-7.46885824,1725.59,-7.41326141,1725.59,-6.75575924,1725.59,-5.20767498,1725.59,-2.68031597,1725.59,-0.78600419,1725.59,-0.14602147,1725.59,-0.02297564
1725.78,-7.46938944,1725.78,-7.41565657,1725.78,-6.75694036,1725.78,-5.20841503,1725.78,-2.68517661,1725.78,-0.78562087,1725.78,-0.14289823,1725.78,-0.01588118
1725.98,-7.47863054,1725.98,-7.41484737,1725.98,-6.75673056,1725.98,-5.21216869,1725.98,-2.68405414,1725.98,-0.78653163,1725.98,-0.14435931,1725.98,-0.0191841
1726.19,-7.46931934,1726.19,-7.41782093,1726.19,-6.74853277,1726.19,-5.20773268,1726.19,-2.67986917,1726.19,-0.78526509,1726.19,-0.14260375,1726.19,-0.01973769
1726.39,-7.46542549,1726.39,-7.4186902,1726.39,-6.7544589,1726.39,-5.2089138,1726.39,-2.68474841,1726.39,-0.7830072,1726.39,-0.1471436,1726.39,-0.01417246
1726.59,-7.46973705,1726.59,-7.41299677,1726.59,-6.75173187,1726.59,-5.20819616,1726.59,-2.68408489,1726.59,-0.78583801,1726.59,-0.14255545,1726.59,-0.01917649
1726.79,-7.47460079,1726.79,-7.41171598,1726.79,-6.75346375,1726.79,-5.2101903,1726.79,-2.68116999,1726.79,-0.78624487,1726.79,-0.14496462,1726.79,-0.02023333
1727,-7.47620821,1727,-7.42179298,1727,-6.75428724,1727,-5.21164036,1727,-2.68394423,1727,-0.78298926,1727,-0.14377524,1727,-0.0225866
1727.18,-7.47237635,1727.18,-7.42073441,1727.18,-6.75050831,1727.18,-5.21250486,1727.18,-2.68268275,1727.18,-0.78717983,1727.18,-0.14569874,1727.18,-0.0186727
1727.39,-7.47517776,1727.39,-7.41741848,1727.39,-6.74873972,1727.39,-5.20878649,1727.39,-2.68387413,1727.39,-0.78697866,1727.39,-0.14460221,1727.39,-0.01746191
1727.59,-7.46716118,1727.59,-7.42446232,1727.59,-6.75750589,1727.59,-5.21341324,1727.59,-2.68437195,1727.59,-0.78704453,1727.59,-0.14703614,1727.59,-0.01326933
1727.79,-7.47851229,1727.79,-7.4184494,1727.79,-6.74821424,1727.79,-5.21316385,1727.79,-2.68448305,1727.79,-0.79024625,1727.79,-0.14820839,1727.79,-0.01750245
1727.98,-7.47447824,1727.98,-7.41749001,1727.98,-6.7650013,1727.98,-5.21860075,1727.98,-2.68583822,1727.98,-0.78525555,1727.98,-0.1475933,1727.98,-0.01653617
1728.18,-7.47443104,1728.18,-7.42060757,1728.18,-6.74923897,1728.18,-5.21494627,1728.18,-2.68597102,1728.18,-0.7833423,1728.18,-0.14455816,1728.18,-0.01730169
1728.39,-7.47198677,1728.39,-7.42597246,1728.39,-6.75685644,1728.39,-5.21447182,1728.39,-2.68238258,1728.39,-0.78742248,1728.39,-0.14407906,1728.39,-0.01673861
1728.59,-7.47524738,1728.59,-7.42174768,1728.59,-6.75517607,1728.59,-5.21136522,1728.59,-2.6757021,1728.59,-0.78594995,1728.59,-0.14374441,1728.59,-0.01579177
1728.79,-7.47234488,1728.79,-7.42458105,1728.79,-6.75644541,1728.79,-5.21361828,1728.79,-2.69155169,1728.79,-0.7864688,1728.79,-0.14555459,1728.79,-0.01827747
1728.98,-7.4784174,1728.98,-7.41540527,1728.98,-6.75693893,1728.98,-5.2171154,1728.98,-2.68550897,1728.98,-0.78607935,1728.98,-0.1428228,1728.98,-0.01485655
1729.18,-7.47703123,1729.18,-7.41630554,1729.18,-6.76249313,1729.18,-5.21479321,1729.18,-2.69047165,1729.18,-0.78541768,1729.18,-0.14853862,1729.18,-0.01923405
1729.38,-7.4803896,1729.38,-7.42074537,1729.38,-6.75735188,1729.38,-5.21442223,1729.38,-2.68531537,1729.38,-0.79045999,1729.38,-0.14742194,1729.38,-0.01952887
1729.59,-7.47804976,1729.59,-7.42116499,1729.59,-6.75632143,1729.59,-5.21472883,1729.59,-2.68072438,1729.59,-0.78294367,1729.59,-0.14847562,1729.59,-0.01748226
1729.79,-7.47819901,1729.79,-7.42345524,1729.79,-6.75955391,1729.79,-5.21474695,1729.79,-2.69245219,1729.79,-0.79392534,1729.79,-0.15091476,1729.79,-0.02064333
1729.98,-7.48294306,1729.98,-7.42021847,1729.98,-6.75623798,1729.98,-5.21210718,1729.98,-2.68583179,1729.98,-0.78765506,1729.98,-0.14533104,1729.98,-0.01751371
1730.2,-7.47857475,1730.2,-7.42343092,1730.2,-6.7624402,1730.2,-5.22278118,1730.2,-2.68616128,1730.2,-0.78644478,1730.2,-0.14401767,1730.2,-0.01757121
1730.38,-7.48684645,1730.38,-7.421453,1730.38,-6.76285982,1730.38,-5.21289349,1730.38,-2.6838665,1730.38,-0.78937316,1730.38,-0.14705464,1730.38,-0.01610681
1730.58,-7.47821093,1730.58,-7.42406702,1730.58,-6.76390743,1730.58,-5.21792507,1730.58,-2.68661046,1730.58,-0.78432447,1730.58,-0.1482203,1730.58,-0.01546632
1730.79,-7.47958755,1730.79,-7.42332649,1730.79,-6.76101828,1730.79,-5.2140584,1730.79,-2.68715835,1730.79,-0.78961402,1730.79,-0.1451859,1730.79,-0.01412895
1730.97,-7.47974348,1730.97,-7.42011786,1730.97,-6.7629323,1730.97,-5.21566105,1730.97,-2.6895206,1730.97,-0.78703171,1730.97,-0.14501445,1730.97,-0.01342327
1731.19,-7.47941589,1731.19,-7.42917824,1731.19,-6.76130533,1731.19,-5.21239662,1731.19,-2.69377637,1731.19,-0.79035431,1731.19,-0.14288168,1731.19,-0.01676243
1731.4,-7.47940922,1731.4,-7.42278862,1731.4,-6.75986481,1731.4,-5.21405554,1731.4,-2.68752122,1731.4,-0.78329909,1731.4,-0.14606336,1731.4,-0.01909228
1731.58,-7.47788382,1731.58,-7.43288994,1731.58,-6.76131678,1731.58,-5.21076536,1731.58,-2.69003797,1731.58,-0.7873351,1731.58,-0.14554901,1731.58,-0.01683582
1731.77,-7.48320866,1731.77,-7.42911196,1731.77,-6.75698662,1731.77,-5.21556616,1731.77,-2.69265914,1731.77,-0.78607249,1731.77,-0.14722817,1731.77,-0.01613618
1731.97,-7.4819994,1731.97,-7.42899132,1731.97,-6.7590847,1731.97,-5.21523476,1731.97,-2.68918824,1731.97,-0.78774208,1731.97,-0.14307116,1731.97,-0.0197452
1732.19,-7.48747015,1732.19,-7.4266243,1732.19,-6.76501989,1732.19,-5.21468019,1732.19,-2.68946767,1732.19,-0.78643942,1732.19,-0.14640149,1732.19,-0.01838869
1732.38,-7.48737812,1732.38,-7.43210745,1732.38,-6.76150131,1732.38,-5.21847963,1732.38,-2.68657207,1732.38,-0.78687435,1732.38,-0.14320795,1732.38,-0.02368907
1732.6,-7.4792304,1732.6,-7.42904472,1732.6,-6.76209402,1732.6,-5.21827555,1732.6,-2.69141221,1732.6,-0.78253216,1732.6,-0.14620565,1732.6,-0.01968239
1732.77,-7.48456907,1732.77,-7.42072296,1732.77,-6.76262522,1732.77,-5.22162342,1732.77,-2.69090533,1732.77,-0.79074919,1732.77,-0.14797272,1732.77,-0.02258878
1732.98,-7.48813581,1732.98,-7.43273497,1732.98,-6.76287985,1732.98,-5.22519112,1732.98,-2.69181824,1732.98,-0.78714424,1732.98,-0.14835411,1732.98,-0.02081879
1733.17,-7.48816586,1733.17,-7.42552233,1733.17,-6.76479721,1733.17,-5.22651672,1733.17,-2.69082832,1733.17,-0.79003245,1733.17,-0.14435722,1733.17,-0.02142544
1733.38,-7.48103476,1733.38,-7.42410707,1733.38,-6.75951052,1733.38,-5.21718359,1733.38,-2.69341564,1733.38,-0.78984553,1733.38,-0.14293009,1733.38,-0.01751615
1733.59,-7.48782492,1733.59,-7.42695236,1733.59,-6.76692677,1733.59,-5.22064114,1733.59,-2.69210362,1733.59,-0.79014856,1733.59,-0.14694199,1733.59,-0.01994588
1733.78,-7.48883152,1733.78,-7.42708969,1733.78,-6.76290417,1733.78,-5.22176504,1733.78,-2.69287634,1733.78,-0.7819882,1733.78,-0.14692795,1733.78,-0.01722087
1733.98,-7.47645378,1733.98,-7.42680502,1733.98,-6.76711607,1733.98,-5.22148895,1733.98,-2.69026971,1733.98,-0.78656018,1733.98,-0.14298344,1733.98,-0.0198324
1734.19,-7.4847126,1734.19,-7.42659712,1734.19,-6.76115894,1734.19,-5.21906233,1734.19,-2.68666077,1734.19,-0.78757983,1734.19,-0.14483024,1734.19,-0.01727735
1734.38,-7.48916721,1734.38,-7.43027687,1734.38,-6.76536179,1734.38,-5.22289848,1734.38,-2.6867609,1734.38,-0.78649485,1734.38,-0.14314383,1734.38,-0.01344495
1734.59,-7.4849968,1734.59,-7.43042088,1734.59,-6.76379108,1734.59,-5.2186594,1734.59,-2.69019294,1734.59,-0.79060763,1734.59,-0.14629965,1734.59,-0.01870161
1734.8,-7.48194695,1734.8,-7.43199539,1734.8,-6.76823139,1734.8,-5.22620249,1734.8,-2.69439387,1734.8,-0.78948003,1734.8,-0.14666717,1734.8,-0.0180314
1734.98,-7.47745991,1734.98,-7.42973948,1734.98,-6.76897669,1734.98,-5.22308254,1734.98,-2.6936903,1734.98,-0.7920655,1734.98,-0.14311551,1734.98,-0.01781026
1735.19,-7.48117161,1735.19,-7.43624926,1735.19,-6.76595926,1735.19,-5.22237587,1735.19,-2.69471216,1735.19,-0.79184425,1735.19,-0.14515691,1735.19,-0.01860921
1735.39,-7.48594189,1735.39,-7.4314394,1735.39,-6.77135086,1735.39,-5.2182641,1735.39,-2.68976045,1735.39,-0.79076427,1735.39,-0.1453805,1735.39,-0.01738764
1735.59,-7.48597145,1735.59,-7.42820692,1735.59,-6.76170874,1735.59,-5.22570372,1735.59,-2.69726992,1735.59,-0.79026878,1735.59,-0.14726773,1735.59,-0.01528755
1735.79,-7.47985554,1735.79,-7.42864656,1735.79,-6.77089119,1735.79,-5.22359991,1735.79,-2.6951859,1735.79,-0.78604907,1735.79,-0.14774199,1735.79,-0.02197911
1735.97,-7.48532963,1735.97,-7.42960596,1735.97,-6.76664639,1735.97,-5.22502136,1735.97,-2.6898191,1735.97,-0.79369962,1735.97,-0.14652981,1735.97,-0.0136084
1736.19,-7.48577404,1736.19,-7.43377304,1736.19,-6.77097321,1736.19,-5.22672653,1736.19,-2.6924777,1736.19,-0.78791189,1736.19,-0.14602356,1736.19,-0.01899847
1736.39,-7.48063946,1736.39,-7.43221045,1736.39,-6.77258444,1736.39,-5.22072744,1736.39,-2.69338965,1736.39,-0.78833216,1736.39,-0.14736557,1736.39,-0.01915086
1736.59,-7.48480606,1736.59,-7.43179226,1736.59,-6.76844215,1736.59,-5.22496748,1736.59,-2.69428802,1736.59,-0.78744972,1736.59,-0.14467587,1736.59,-0.02078561
1736.78,-7.49141788,1736.78,-7.43212795,1736.78,-6.77495289,1736.78,-5.22535276,1736.78,-2.69075918,1736.78,-0.79110259,1736.78,-0.14791723,1736.78,-0.02046689
1736.98,-7.48590422,1736.98,-7.42932558,1736.98,-6.77121496,1736.98,-5.22745037,1736.98,-2.70041966,1736.98,-0.78938532,1736.98,-0.14267376,1736.98,-0.01860838
1737.17,-7.48338223,1737.17,-7.43135977,1737.17,-6.76962614,1737.17,-5.22177553,1737.17,-2.69393206,1737.17,-0.79194111,1737.17,-0.14779599,1737.17,-0.01855051
1737.39,-7.486022,1737.39,-7.43334961,1737.39,-6.76709032,1737.39,-5.22455645,1737.39,-2.69077563,1737.39,-0.78790784,1737.39,-0.14662367,1737.39,-0.01222928
1737.59,-7.48558998,1737.59,-7.42513371,1737.59,-6.76502085,1737.59,-5.22837591,1737.59,-2.69497228,1737.59,-0.79121327,1737.59,-0.14451461,1737.59,-0.01880472
1737.79,-7.4888196,1737.79,-7.43844271,1737.79,-6.76776457,1737.79,-5.23011017,1737.79,-2.69899487,1737.79,-0.79127955,1737.79,-0.14534035,1737.79,-0.01982934
1737.99,-7.49064922,1737.99,-7.42564297,1737.99,-6.76789236,1737.99,-5.22904015,1737.99,-2.69516063,1737.99,-0.78661084,1737.99,-0.15006387,1737.99,-0.01643314
1738.18,-7.49045658,1738.18,-7.42919874,1738.18,-6.77465868,1738.18,-5.22868252,1738.18,-2.69717836,1738.18,-0.79063892,1738.18,-0.14400281,1738.18,-0.01492949
1738.38,-7.48485184,1738.38,-7.43167925,1738.38,-6.76752758,1738.38,-5.22295237,1738.38,-2.69828296,1738.38,-0.79187948,1738.38,-0.14859882,1738.38,-0.01949586
1738.57,-7.49273872,1738.57,-7.42837,1738.57,-6.77284193,1738.57,-5.22985458,1738.57,-2.69742632,1738.57,-0.79009074,1738.57,-0.14484085,1738.57,-0.01946745
1738.79,-7.48824167,1738.79,-7.43280792,1738.79,-6.76470423,1738.79,-5.22669315,1738.79,-2.69420266,1738.79,-0.78928804,1738.79,-0.14768328,1738.79,-0.01623513
1738.99,-7.48646975,1738.99,-7.43464184,1738.99,-6.77387762,1738.99,-5.22814083,1738.99,-2.69501257,1738.99,-0.78958493,1738.99,-0.14319392,1738.99,-0.01681666
1739.2,-7.4903841,1739.2,-7.42950392,1739.2,-6.77069044,1739.2,-5.23290396,1739.2,-2.69273019,1739.2,-0.78997505,1739.2,-0.14406051,1739.2,-0.01965661
1739.38,-7.49036455,1739.38,-7.4330101,1739.38,-6.77461338,1739.38,-5.23581648,1739.38,-2.70064235,1739.38,-0.79147524,1739.38,-0.14962931,1739.38,-0.01933111
1739.57,-7.48818159,1739.57,-7.43623638,1739.57,-6.77486801,1739.57,-5.23363209,1739.57,-2.70083904,1739.57,-0.79200125,1739.57,-0.14441665,1739.57,-0.01927927
1739.79,-7.49483871,1739.79,-7.43883371,1739.79,-6.77457571,1739.79,-5.22491407,1739.79,-2.69589663,1739.79,-0.78892803,1739.79,-0.14761993,1739.79,-0.02065541
1739.99,-7.49572992,1739.99,-7.43331099,1739.99,-6.77287483,1739.99,-5.23234034,1739.99,-2.69466662,1739.99,-0.79074967,1739.99,-0.14113191,1739.99,-0.01882722
1740.19,-7.49578142,1740.19,-7.43758392,1740.19,-6.77816868,1740.19,-5.22739267,1740.19,-2.69492722,1740.19,-0.78916132,1740.19,-0.14489289,1740.19,-0.01895076
1740.4,-7.49553967,1740.4,-7.42849588,1740.4,-6.77121496,1740.4,-5.22665119,1740.4,-2.69930005,1740.4,-0.78814185,1740.4,-0.14128533,1740.4,-0.02120817
1740.58,-7.49511051,1740.58,-7.43297005,1740.58,-6.77723408,1740.58,-5.22803164,1740.58,-2.70144868,1740.58,-0.79226667,1740.58,-0.15207361,1740.58,-0.01714905
1740.79,-7.48909616,1740.79,-7.4350915,1740.79,-6.77937794,1740.79,-5.23093128,1740.79,-2.69597125,1740.79,-0.7854917,1740.79,-0.15087484,1740.79,-0.0211853
1740.97,-7.49549866,1740.97,-7.43543959,1740.97,-6.77465105,1740.97,-5.22798204,1740.97,-2.69990945,1740.97,-0.78894806,1740.97,-0.14525223,1740.97,-0.01913825
1741.19,-7.49577475,1741.19,-7.43866491,1741.19,-6.77680826,1741.19,-5.23186684,1741.19,-2.69532514,1741.19,-0.78974491,1741.19,-0.14397761,1741.19,-0.01909505
1741.4,-7.49798918,1741.4,-7.43764114,1741.4,-6.77502441,1741.4,-5.23443222,1741.4,-2.70227957,1741.4,-0.78800267,1741.4,-0.15005471,1741.4,-0.01689289
1741.58,-7.50132704,1741.58,-7.43541336,1741.58,-6.77965212,1741.58,-5.2305727,1741.58,-2.70319891,1741.58,-0.78886199,1741.58,-0.14515422,1741.58,-0.01904579
1741.78,-7.4975853,1741.78,-7.43636274,1741.78,-6.77963305,1741.78,-5.22802925,1741.78,-2.69429398,1741.78,-0.7874853,1741.78,-0.14945127,1741.78,-0.02085213
1741.99,-7.48807526,1741.99,-7.43397379,1741.99,-6.77853632,1741.99,-5.23304224,1741.99,-2.70477891,1741.99,-0.7950117,1741.99,-0.14633504,1741.99,-0.01753859
1742.19,-7.49166346,1742.19,-7.43387079,1742.19,-6.77531528,1742.19,-5.22983646,1742.19,-2.69854927,1742.19,-0.79135245,1742.19,-0.14344417,1742.19,-0.02060618
1742.39,-7.49684715,1742.39,-7.44401932,1742.39,-6.78223038,1742.39,-5.23287964,1742.39,-2.69661355,1742.39,-0.79263449,1742.39,-0.14580458,1742.39,-0.0239787
1742.58,-7.49417162,1742.58,-7.43925285,1742.58,-6.76936674,1742.58,-5.23655844,1742.58,-2.70175505,1742.58,-0.79454887,1742.58,-0.14701451,1742.58,-0.01833105
1742.78,-7.4940424,1742.78,-7.44148588,1742.78,-6.77453709,1742.78,-5.23422956,1742.78,-2.70098758,1742.78,-0.79208219,1742.78,-0.14252135,1742.78,-0.01798135
1742.99,-7.50019312,1742.99,-7.44046593,1742.99,-6.78032732,1742.99,-5.23553705,1742.99,-2.69716454,1742.99,-0.78762984,1742.99,-0.1450329,1742.99,-0.02220687
1743.19,-7.498806,1743.19,-7.43918657,1743.19,-6.77670479,1743.19,-5.23331499,1743.19,-2.7058413,1743.19,-0.79425281,1743.19,-0.14867166,1743.19,-0.0175091
1743.39,-7.4944725,1743.39,-7.4380641,1743.39,-6.78191376,1743.39,-5.23734999,1743.39,-2.70153308,1743.39,-0.7948519,1743.39,-0.14886713,1743.39,-0.01574768
1743.58,-7.49308252,1743.58,-7.44616365,1743.58,-6.77926636,1743.58,-5.23580408,1743.58,-2.70178652,1743.58,-0.79059249,1743.58,-0.14202626,1743.58,-0.0154885
1743.78,-7.49716997,1743.78,-7.4387207,1743.78,-6.77831364,1743.78,-5.23360634,1743.78,-2.70220733,1743.78,-0.7924729,1743.78,-0.14906228,1743.78,-0.01554536
1743.98,-7.49894428,1743.98,-7.43936205,1743.98,-6.78141069,1743.98,-5.2377286,1743.98,-2.70194769,1743.98,-0.79280823,1743.98,-0.14526346,1743.98,-0.01827288
1744.17,-7.49373341,1744.17,-7.44394159,1744.17,-6.78034067,1744.17,-5.23383427,1744.17,-2.70695949,1744.17,-0.7903803,1744.17,-0.14761148,1744.17,-0.01938645
1744.39,-7.49735546,1744.39,-7.44194937,1744.39,-6.7841177,1744.39,-5.22828865,1744.39,-2.69917583,1744.39,-0.79349619,1744.39,-0.14674047,1744.39,-0.01805393
1744.59,-7.50142002,1744.59,-7.43577719,1744.59,-6.78360367,1744.59,-5.23855782,1744.59,-2.70571208,1744.59,-0.79405272,1744.59,-0.14843681,1744.59,-0.01804367
1744.8,-7.49955034,1744.8,-7.44183683,1744.8,-6.78064585,1744.8,-5.23784256,1744.8,-2.70284224,1744.8,-0.78991997,1744.8,-0.15103653,1744.8,-0.01949909
1744.98,-7.49914122,1744.98,-7.43793106,1744.98,-6.78343868,1744.98,-5.23795557,1744.98,-2.70191193,1744.98,-0.79082823,1744.98,-0.14745128,1744.98,-0.02013528
1745.19,-7.49640274,1745.19,-7.44306564,1745.19,-6.78198719,1745.19,-5.23752165,1745.19,-2.7057476,1745.19,-0.78955948,1745.19,-0.14991023,1745.19,-0.01773529
1745.39,-7.50158644,1745.39,-7.44607973,1745.39,-6.78793192,1745.39,-5.24133968,1745.39,-2.70356679,1745.39,-0.79140228,1745.39,-0.15290469,1745.39,-0.01728659
1745.59,-7.50436544,1745.59,-7.43826771,1745.59,-6.77823067,1745.59,-5.23674631,1745.59,-2.7038672,1745.59,-0.7933231,1745.59,-0.14672847,1745.59,-0.01639458
1745.78,-7.50563669,1745.78,-7.44009066,1745.78,-6.7825985,1745.78,-5.24229479,1745.78,-2.70145082,1745.78,-0.79338074,1745.78,-0.14619602,1745.78,-0.0178117
1745.98,-7.50176954,1745.98,-7.44665718,1745.98,-6.78322554,1745.98,-5.23686409,1745.98,-2.70139337,1745.98,-0.79407537,1745.98,-0.15059555,1745.98,-0.0178448
1746.18,-7.49983215,1746.18,-7.44236898,1746.18,-6.78518581,1746.18,-5.2409606,1746.18,-2.70424771,1746.18,-0.79511225,1746.18,-0.1487399,1746.18,-0.02279598
1746.39,-7.49788904,1746.39,-7.44610119,1746.39,-6.78457212,1746.39,-5.23186874,1746.39,-2.70634508,1746.39,-0.79600239,1746.39,-0.14931136,1746.39,-0.0175945
1746.59,-7.50439882,1746.59,-7.44205523,1746.59,-6.78681564,1746.59,-5.23781347,1746.59,-2.70334148,1746.59,-0.79479563,1746.59,-0.14776973,1746.59,-0.01427155
1746.79,-7.50581741,1746.79,-7.4415803,1746.79,-6.78566122,1746.79,-5.23906851,1746.79,-2.7051115,1746.79,-0.79374856,1746.79,-0.1432672,1746.79,-0.02005101
1746.99,-7.50039291,1746.99,-7.43877745,1746.99,-6.78371572,1746.99,-5.24444962,1746.99,-2.70515466,1746.99,-0.79107833,1746.99,-0.14584385,1746.99,-0.01461847
1747.18,-7.50387335,1747.18,-7.44763947,1747.18,-6.78495121,1747.18,-5.24062014,1747.18,-2.70560503,1747.18,-0.79254484,1747.18,-0.1432801,1747.18,-0.01947575
1747.39,-7.51057243,1747.39,-7.44363403,1747.39,-6.79432392,1747.39,-5.23772621,1747.39,-2.70366549,1747.39,-0.79058415,1747.39,-0.1431967,1747.39,-0.01822058
1747.59,-7.50557947,1747.59,-7.44054413,1747.59,-6.78536129,1747.59,-5.24134922,1747.59,-2.70080686,1747.59,-0.79632527,1747.59,-0.14490822,1747.59,-0.0141914
1747.79,-7.5043292,1747.79,-7.44513273,1747.79,-6.78512621,1747.79,-5.24153662,1747.79,-2.71243548,1747.79,-0.7941764,1747.79,-0.14970081,1747.79,-0.01671065
1747.99,-7.50215149,1747.99,-7.45752907,1747.99,-6.78371382,1747.99,-5.24008894,1747.99,-2.70202613,1747.99,-0.79199994,1747.99,-0.14960368,1747.99,-0.02197626
1748.18,-7.50018978,1748.18,-7.44841528,1748.18,-6.79031038,1748.18,-5.24565983,1748.18,-2.70767713,1748.18,-0.79759163,1748.18,-0.14589687,1748.18,-0.01904415
1748.38,-7.50477457,1748.38,-7.45342207,1748.38,-6.78606606,1748.38,-5.24574375,1748.38,-2.70525765,1748.38,-0.79314041,1748.38,-0.14672324,1748.38,-0.01745445
1748.59,-7.5099926,1748.59,-7.44657803,1748.59,-6.78676271,1748.59,-5.24121904,1748.59,-2.70839357,1748.59,-0.78891629,1748.59,-0.14836968,1748.59,-0.01926286
1748.79,-7.49757051,1748.79,-7.44241714,1748.79,-6.79110718,1748.79,-5.23986387,1748.79,-2.70862556,1748.79,-0.79353935,1748.79,-0.14439778,1748.79,-0.01760726
1748.98,-7.50178719,1748.98,-7.44843769,1748.98,-6.79098511,1748.98,-5.24673939,1748.98,-2.70910406,1748.98,-0.7927509,1748.98,-0.14760087,1748.98,-0.01893353
1749.2,-7.50352097,1749.2,-7.44999504,1749.2,-6.78950739,1749.2,-5.24185562,1749.2,-2.70352292,1749.2,-0.79265934,1749.2,-0.14713337,1749.2,-0.02217128
1749.38,-7.50191355,1749.38,-7.44516563,1749.38,-6.79853296,1749.38,-5.24354982,1749.38,-2.70306087,1749.38,-0.79776335,1749.38,-0.14553584,1749.38,-0.01836006
1749.58,-7.50086355,1749.58,-7.45714998,1749.58,-6.78689718,1749.58,-5.2417841,1749.58,-2.70676637,1749.58,-0.79808152,1749.58,-0.15159592,1749.58,-0.01463116
1749.79,-7.51080275,1749.79,-7.45325804,1749.79,-6.78817749,1749.79,-5.24760199,1749.79,-2.70393181,1749.79,-0.79143149,1749.79,-0.14699672,1749.79,-0.01963996
1749.99,-7.50849247,1749.99,-7.45631886,1749.99,-6.79198885,1749.99,-5.24313688,1749.99,-2.70286393,1749.99,-0.79224521,1749.99,-0.145147,1749.99,-0.01554384
1750.19,-7.50898218,1750.19,-7.45151472,1750.19,-6.78970146,1750.19,-5.24417925,1750.19,-2.70793676,1750.19,-0.79221672,1750.19,-0.14634131,1750.19,-0.01562336
1750.38,-7.50407839,1750.38,-7.45455408,1750.38,-6.78901196,1750.38,-5.24240589,1750.38,-2.70632291,1750.38,-0.79634911,1750.38,-0.14675306,1750.38,-0.01954163
